sector,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,sector_group
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2013,255.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,257.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,262.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,283.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,288.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,305.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,330.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,362.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,394.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,439.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,449.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,468.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2008,3.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2009,3.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2010,3.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2011,4.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2012,3.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2013,4.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2014,4.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2015,3.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2016,3.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2017,4.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2018,4.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2019,3.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2020,4.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2021,3.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2022,5.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2023,5.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FI,FINLAND,2024,5.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2008,43.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2009,48.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2010,53.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2011,32.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2012,44.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2013,45.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2014,45.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2015,43.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2016,49.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2017,44.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2018,44.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2019,54.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2020,69.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2021,77.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2022,72.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2023,85.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,FR,FRANCE,2024,79.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2008,2.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2009,1.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2010,1.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2011,1.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2012,1.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2013,1.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2015,1.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2016,2.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2017,4.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2018,4.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2019,3.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2020,2.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2021,4.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2022,3.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2023,2.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HR,CROATIA,2024,5.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2008,3.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2009,4.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2010,2.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2011,3.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2012,3.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2013,3.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2014,2.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2015,4.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2016,7.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2017,6.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2018,7.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2019,5.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2020,4.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2021,6.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2022,11.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2023,12.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,HU,HUNGARY,2024,8.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2008,5.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2009,6.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2010,5.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2011,7.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2012,6.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2013,8.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2014,9.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2015,8.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2016,9.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2017,8.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2018,10.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2019,10.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2020,8.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2021,12.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2022,11.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2023,12.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IE,IRELAND,2024,13.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2011,0.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2013,0.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2015,0.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2016,1.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2017,0.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2019,0.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2020,1.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2021,0.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2022,0.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2023,0.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IS,ICELAND,2024,0.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2008,23.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2009,21.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2010,23.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2011,15.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2012,17.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2013,18.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2014,18.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2015,19.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2016,19.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2017,18.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2018,23.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2019,24.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2020,25.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2021,19.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2022,23.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2023,29.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,IT,ITALY,2024,30.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LT,LITHUANIA,2016,1.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LT,LITHUANIA,2017,1.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LT,LITHUANIA,2019,1.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LT,LITHUANIA,2020,3.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LT,LITHUANIA,2021,4.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LT,LITHUANIA,2022,4.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LT,LITHUANIA,2023,4.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LT,LITHUANIA,2024,2.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2008,1.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2009,1.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2010,2.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2011,1.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2012,2.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2013,2.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2014,2.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2015,1.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2016,1.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2017,1.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2018,2.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2019,2.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2020,2.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2021,3.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2022,3.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2023,2.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LU,LUXEMBOURG,2024,3.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LV,LATVIA,2008,1.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LV,LATVIA,2019,2.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LV,LATVIA,2023,2.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,LV,LATVIA,2024,3.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2013,0.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2015,0.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2017,0.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2018,1.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2019,0.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2020,1.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2021,1.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2022,1.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2023,1.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,MT,MALTA,2024,1.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2008,21.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2009,18.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2010,20.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2011,18.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2012,21.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2013,30.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2014,28.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2015,30.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2016,33.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2017,29.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2018,28.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2019,29.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2020,28.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2021,41.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2022,41.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2023,44.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NL,NETHERLANDS,2024,45.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NO,NORWAY,2011,3.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NO,NORWAY,2012,3.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NO,NORWAY,2013,3.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NO,NORWAY,2014,2.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NO,NORWAY,2015,2.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NO,NORWAY,2016,2.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NO,NORWAY,2021,5.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,NO,NORWAY,2022,6.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2008,16.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2009,17.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2010,15.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2011,15.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2012,14.8,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2013,12.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2014,15.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2015,17.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2016,18.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2017,20.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2018,25.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2019,26.0,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2020,31.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2021,29.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2022,41.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2023,33.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PL,POLAND,2024,36.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2008,4.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2011,5.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2014,8.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2015,8.6,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2016,10.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2017,6.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2018,7.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2019,7.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2020,8.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2021,8.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2022,8.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2023,10.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,PT,PORTUGAL,2024,10.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2015,1.7,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2016,2.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2017,1.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2018,2.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2019,2.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2020,2.5,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2021,2.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2022,2.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2023,2.3,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,RS,SERBIA,2024,3.4,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,SE,SWEDEN,2008,8.9,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,SE,SWEDEN,2009,9.2,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,SE,SWEDEN,2010,8.1,FINANCE
FINANCIAL AND INSURANCE ACTIVITIES,THOUSAND PERSONS,SE,SWEDEN,2011,7.9,FINANCE
