work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_type,role_category,salary_band,international_job
2023,SE,FT,Business Intelligence Developer,120000,USD,120000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,120000,USD,120000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Data Scientist,120000,USD,120000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,MI,FT,Business Intelligence Manager,120000,USD,120000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Business Intelligence Analyst,120000,USD,120000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,AI Product Manager,120000,USD,120000,IN,50.0,IN,L,Hybrid,ML / AI Engineer,Medium,False
2023,EN,FT,Data Management Analyst,120000,USD,120000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Science Manager,120000,USD,120000,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,MI,FT,Analytics Engineer,120000,USD,120000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Product Manager,120000,USD,120000,US,0.0,US,M,On-site,Management,Medium,False
2023,SE,FT,Data Engineer,120000,USD,120000,CA,100.0,CA,M,Remote,Data Engineer,Medium,False
2023,SE,FT,Data Analyst,120000,USD,120000,CA,0.0,CA,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,AI Engineer,120000,USD,120000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,MI,FT,Data Analytics Manager,120000,USD,120000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Research Scientist,120000,USD,120000,US,100.0,US,M,Remote,Research,Medium,False
2023,SE,FT,Machine Learning Scientist,120000,GBP,147648,GB,0.0,GB,M,On-site,ML / AI Engineer,High,False
2023,SE,FT,Business Intelligence Engineer,120000,USD,120000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Machine Learning Engineer,120000,USD,120000,US,0.0,US,S,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,AI Programmer,120000,USD,120000,CA,100.0,FR,M,Remote,ML / AI Engineer,Medium,True
2023,SE,FT,Data Architect,120000,USD,120000,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2023,SE,FT,Machine Learning Manager,120000,EUR,129562,DE,100.0,US,L,Remote,ML / AI Engineer,Medium,True
2023,MI,FT,ML Engineer,120000,USD,120000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Engineer,120000,GBP,147648,GB,100.0,GB,M,Remote,Data Engineer,High,False
2023,SE,FT,Machine Learning Scientist,120000,USD,120000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Analyst,120000,USD,120000,GB,0.0,GB,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Data Manager,120000,USD,120000,US,0.0,US,M,On-site,Management,Medium,False
2023,MI,FT,Autonomous Vehicle Technician,120000,USD,120000,GB,50.0,GB,M,Hybrid,ML / AI Engineer,Medium,False
2023,MI,FT,AI Scientist,120000,USD,120000,DE,100.0,DE,M,Remote,ML / AI Engineer,Medium,False
2023,SE,FT,Data Scientist,120000,USD,120000,CA,100.0,CA,M,Remote,Data Scientist,Medium,False
2023,EN,FT,Research Engineer,120000,USD,120000,US,0.0,US,M,On-site,Research,Medium,False
2023,EN,FT,Research Engineer,120000,USD,120000,GB,100.0,GB,M,Remote,Research,Medium,False
2023,MI,FT,Machine Learning Engineer,120000,GBP,147648,GB,0.0,GB,M,On-site,ML / AI Engineer,High,False
2023,EN,FT,AI Developer,120000,USD,120000,BA,50.0,BA,S,Hybrid,ML / AI Engineer,Medium,False
2023,EN,FT,Deep Learning Engineer,120000,USD,120000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2022,SE,FT,Data Engineer,120000,USD,120000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2022,SE,FT,Data Scientist,120000,USD,120000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2022,SE,FT,Data Science Manager,120000,USD,120000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2022,SE,FT,Data Analyst,120000,USD,120000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2022,SE,FT,BI Developer,120000,USD,120000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2022,SE,FT,Analytics Engineer,120000,USD,120000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2022,MI,FT,Data Scientist,120000,AUD,83171,AU,0.0,AU,L,On-site,Data Scientist,Low,False
2022,MI,FT,Research Scientist,120000,EUR,126080,DE,0.0,DE,S,On-site,Research,Medium,False
2021,EN,PT,Computer Vision Software Engineer,120000,DKK,19073,DK,50.0,DK,L,Hybrid,ML / AI Engineer,Low,False
2022,MI,FT,AI Scientist,120000,USD,120000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2022,SE,FT,Machine Learning Engineer,120000,USD,120000,AE,100.0,AE,S,Remote,ML / AI Engineer,Medium,False
2022,EN,FT,Research Scientist,120000,USD,120000,US,100.0,US,L,Remote,Research,Medium,False
2021,SE,FT,Machine Learning Scientist,120000,USD,120000,US,50.0,US,S,Hybrid,ML / AI Engineer,Medium,False
2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2021,MI,FT,Cloud Data Engineer,120000,SGD,89294,SG,50.0,SG,L,Hybrid,Data Engineer,Low,False
2021,EX,FT,Director of Data Science,120000,EUR,141846,DE,0.0,DE,L,On-site,Data Scientist,High,False
2020,SE,FT,Data Scientist,120000,USD,120000,US,50.0,US,L,Hybrid,Data Scientist,Medium,False
2024,SE,FT,Research Scientist,119900,USD,119900,CA,0.0,CA,M,On-site,Research,Medium,False
2024,SE,FT,Data Scientist,119887,USD,119887,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Analyst,119800,USD,119800,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Machine Learning Engineer,119786,USD,119786,CA,100.0,CA,M,Remote,ML / AI Engineer,Medium,False
2024,SE,FT,Data Scientist,119700,USD,119700,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Machine Learning Engineer,119700,USD,119700,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Engineer,119700,USD,119700,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Analyst,119636,USD,119636,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Strategist,119636,USD,119636,US,100.0,US,M,Remote,Management,Medium,False
2023,SE,FT,Data Analyst,119610,USD,119610,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Research Scientist,119600,USD,119600,US,100.0,US,M,Remote,Research,Medium,False
2023,SE,FT,Data Analyst,119500,USD,119500,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Data Scientist,119300,USD,119300,US,0.0,US,L,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Architect,119250,USD,119250,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Medium,False
2023,SE,FT,Machine Learning Engineer,119250,USD,119250,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Scientist,119213,USD,119213,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,SE,FT,Data Scientist,119213,USD,119213,CA,100.0,CA,M,Remote,Data Scientist,Medium,False
2024,MI,FT,Analytics Engineer,119200,USD,119200,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,MI,FT,Data Scientist,119200,USD,119200,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,SE,FT,Data Analyst,119200,USD,119200,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Data Scientist,119200,USD,119200,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,EN,FT,Analytics Engineer,119200,USD,119200,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Data Engineer,119060,USD,119060,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,EN,FT,Business Intelligence,119000,USD,119000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Data Engineer,119000,USD,119000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,MI,FT,Data Analyst,119000,USD,119000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Data Analyst,119000,USD,119000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Business Intelligence Analyst,119000,USD,119000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,119000,USD,119000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Machine Learning Engineer,119000,USD,119000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Engineer,119000,USD,119000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2022,SE,FT,Data Analyst,119000,USD,119000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Machine Learning Engineer,119000,USD,119000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Scientist,118900,USD,118900,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,MI,FT,Research Scientist,118800,USD,118800,US,100.0,US,M,Remote,Research,Medium,False
2023,SE,FT,BI Analyst,118800,USD,118800,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,EN,FT,Data Analyst,118750,USD,118750,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,EN,FT,Data Analyst,118750,USD,118750,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,118720,USD,118720,US,100.0,US,M,Remote,Data Scientist,Medium,False
2024,MI,FT,Research Engineer,118600,USD,118600,US,0.0,US,M,On-site,Research,Medium,False
2023,SE,FT,Data Analyst,118600,USD,118600,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,118575,USD,118575,US,100.0,US,M,Remote,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,118575,USD,118575,CA,100.0,CA,M,Remote,Data Scientist,Medium,False
2024,SE,FT,Machine Learning Engineer,118500,USD,118500,US,100.0,US,M,Remote,ML / AI Engineer,Medium,False
2023,SE,FT,Applied Scientist,118500,USD,118500,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,EX,FT,Director of Data Science,118440,USD,118440,US,100.0,US,M,Remote,Data Scientist,Medium,False
2024,MI,FT,Data Engineer,118400,USD,118400,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Research Scientist,118400,USD,118400,US,0.0,US,M,On-site,Research,Medium,False
2024,MI,FT,Data Engineer,118300,USD,118300,CA,0.0,CA,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Data Engineer,118300,USD,118300,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Business Intelligence Engineer,118200,USD,118200,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Data Scientist,118136,USD,118136,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Business Intelligence Analyst,118100,USD,118100,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,EN,FT,Data Analyst,118000,USD,118000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Engineer,118000,USD,118000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,118000,USD,118000,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,SE,FT,Data Analyst,118000,USD,118000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,118000,USD,118000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2022,MI,FT,Data Engineer,118000,USD,118000,US,100.0,US,M,Remote,Data Engineer,Medium,False
2020,MI,FT,Data Scientist,118000,USD,118000,US,100.0,US,M,Remote,Data Scientist,Medium,False
2024,SE,FT,MLOps Engineer,117800,USD,117800,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2024,MI,FT,Business Intelligence Developer,117750,USD,117750,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Analyst,117725,USD,117725,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Analytics Engineer,117700,USD,117700,GB,100.0,GB,M,Remote,Data Analyst / BI,Medium,False
2024,MI,FT,Business Intelligence Manager,117500,USD,117500,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,EX,FT,Business Intelligence Developer,117500,USD,117500,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,117500,USD,117500,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,MI,FT,Analytics Engineer,117400,USD,117400,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Scientist,117400,USD,117400,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,MI,FT,Data Engineer,117300,USD,117300,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Analytics Engineer,117100,USD,117100,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,MI,FT,Data Scientist,117000,USD,117000,US,100.0,US,M,Remote,Data Scientist,Medium,False
2024,MI,FT,Data Analyst,117000,USD,117000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Architect,117000,USD,117000,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2024,MI,FT,Big Data Developer,117000,USD,117000,US,0.0,US,L,On-site,Data Analyst / BI,Medium,False
2024,MI,FT,Business Intelligence Manager,117000,USD,117000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Engineer,117000,USD,117000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,MI,FT,Machine Learning Scientist,117000,USD,117000,CA,100.0,CA,M,Remote,ML / AI Engineer,Medium,False
2024,MI,FT,Data Engineer,117000,EUR,130000,DE,0.0,DE,L,On-site,Data Engineer,Medium,False
2023,MI,FT,Data Engineer,117000,USD,117000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Architect,117000,USD,117000,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2023,SE,FT,Data Scientist,117000,USD,117000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Engineer,117000,CAD,86682,CA,100.0,CA,M,Remote,Data Engineer,Low,False
2022,SE,FT,Data Engineer,117000,USD,117000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2022,SE,FT,Data Analyst,117000,USD,117000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Analytics Engineer,116990,USD,116990,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Data Scientist,116990,USD,116990,US,100.0,US,M,Remote,Data Scientist,Medium,False
2024,SE,FT,Data Scientist,116974,USD,116974,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Analyst,116960,USD,116960,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Analyst,116800,USD,116800,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Machine Learning Engineer,116800,USD,116800,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Analytics Engineer,116710,USD,116710,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,EX,FT,Data Engineer,116704,USD,116704,US,100.0,US,M,Remote,Data Engineer,Medium,False
2023,SE,FT,Data Analyst,116700,USD,116700,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Engineer,116600,USD,116600,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,MI,FT,Analytics Engineer,116550,USD,116550,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Management Specialist,116500,USD,116500,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,116500,USD,116500,US,100.0,US,M,Remote,Data Engineer,Medium,False
2023,MI,FT,Analytics Engineer,116480,USD,116480,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,116455,USD,116455,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Analytics Engineer,116450,USD,116450,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Business Intelligence Engineer,116300,USD,116300,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,116300,USD,116300,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Data Scientist,116259,USD,116259,AU,0.0,AU,M,On-site,Data Scientist,Medium,False
2022,SE,FT,Analytics Engineer,116250,USD,116250,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Data Engineer,116250,USD,116250,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,MI,FT,Data Engineer,116200,USD,116200,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Data Architect,116200,USD,116200,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2023,MI,FT,Data Analytics Manager,116200,USD,116200,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2022,SE,FT,Data Analyst,116150,USD,116150,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Machine Learning Engineer,116100,USD,116100,CA,100.0,CA,M,Remote,ML / AI Engineer,Medium,False
2022,EX,FT,Data Engineer,116100,USD,116100,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,MI,FT,Data Engineer,116047,USD,116047,CA,0.0,CA,M,On-site,Data Engineer,Medium,False
2024,EN,FT,Data Analyst,116013,USD,116013,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,MI,FT,Data Scientist,116000,USD,116000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Science Consultant,116000,USD,116000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,EN,FT,Research Analyst,116000,USD,116000,US,100.0,US,M,Remote,Research,Medium,False
2024,SE,FT,Data Analyst,116000,USD,116000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Data Science,116000,USD,116000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Data Engineer,116000,USD,116000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Science Consultant,116000,USD,116000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Analyst,116000,USD,116000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,116000,USD,116000,US,100.0,US,M,Remote,Data Engineer,Medium,False
2023,MI,FT,Data Scientist,116000,USD,116000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Analytics Engineer,116000,USD,116000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Data Analyst,116000,USD,116000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Data Analyst,115950,USD,115950,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,115934,USD,115934,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Data Analyst,115934,USD,115934,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analytics Lead,115920,USD,115920,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,115920,USD,115920,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Scientist,115900,USD,115900,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Prompt Engineer,115889,USD,115889,US,100.0,US,M,Remote,Data Engineer,Medium,False
2023,EX,FT,Data Engineer,115830,USD,115830,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Data Scientist,115800,USD,115800,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Analyst,115765,USD,115765,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Analytics Engineer,115702,USD,115702,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Research Engineer,115607,USD,115607,US,0.0,US,M,On-site,Research,Medium,False
2023,SE,FT,Business Intelligence Analyst,115600,USD,115600,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Scientist,115500,USD,115500,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Data Engineer,115500,USD,115500,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,115500,USD,115500,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,MI,FT,Data Manager,115500,USD,115500,US,0.0,US,M,On-site,Management,Medium,False
2023,MI,FT,Data Strategist,115500,USD,115500,US,0.0,US,M,On-site,Management,Medium,False
2023,EX,FT,Data Engineer,115500,USD,115500,US,0.0,US,M,On-site,Data Engineer,Medium,False
2022,MI,FT,Data Analyst,115500,USD,115500,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,115440,USD,115440,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Engineer,115400,USD,115400,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,EN,FT,Data Scientist,115360,USD,115360,US,100.0,US,M,Remote,Data Scientist,Medium,False
2022,MI,FT,Data Scientist,115360,USD,115360,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,MI,FT,Data Engineer,115300,USD,115300,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,SE,FT,Business Intelligence,115254,USD,115254,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Applied Scientist,115100,USD,115100,US,0.0,US,L,On-site,Data Scientist,Medium,False
2023,EN,FT,Data Engineer,115100,USD,115100,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,MI,FT,Data Engineer,115092,USD,115092,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,MI,FT,Data Scientist,115000,USD,115000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Machine Learning Engineer,115000,USD,115000,US,0.0,US,L,On-site,ML / AI Engineer,Medium,False
2024,SE,FT,Business Intelligence Engineer,115000,USD,115000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Data Engineer,115000,USD,115000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Data Analyst,115000,USD,115000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,MI,FT,Analytics Engineer,115000,USD,115000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,EN,FT,Research Analyst,115000,USD,115000,US,100.0,US,M,Remote,Research,Medium,False
2024,SE,FT,Data Architect,115000,USD,115000,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2024,SE,FT,Business Intelligence,115000,USD,115000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,BI Analyst,115000,USD,115000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,EN,FT,Data Integration Engineer,115000,USD,115000,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,SE,FT,Data Analyst,115000,USD,115000,CA,100.0,CA,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Science,115000,USD,115000,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,EN,FT,Data Analyst,115000,USD,115000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Analytics Engineer,115000,USD,115000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Architect,115000,USD,115000,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Medium,False
2023,MI,FT,Data Engineer,115000,USD,115000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,115000,USD,115000,CA,100.0,CA,M,Remote,Data Scientist,Medium,False
2023,SE,FT,Machine Learning Engineer,115000,USD,115000,US,0.0,US,L,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Business Intelligence Engineer,115000,USD,115000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Data Scientist,115000,USD,115000,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,MI,FT,Data Lead,115000,USD,115000,US,100.0,US,M,Remote,Management,Medium,False
2023,SE,FT,Data Strategy Manager,115000,USD,115000,US,100.0,US,M,Remote,Management,Medium,False
2023,EN,FT,Data Integration Specialist,115000,USD,115000,CA,0.0,CA,M,On-site,Data Architecture / Infrastructure,Medium,False
2023,EX,FT,Head of Data,115000,USD,115000,BR,100.0,BR,M,Remote,Management,Medium,False
2023,SE,FT,Lead Machine Learning Engineer,115000,USD,115000,MD,100.0,IL,S,Remote,ML / AI Engineer,Medium,True
2023,SE,FT,Data Manager,115000,USD,115000,US,100.0,US,M,Remote,Management,Medium,False
2023,SE,FT,Machine Learning Engineer,115000,USD,115000,CA,100.0,CA,M,Remote,ML / AI Engineer,Medium,False
2023,SE,FT,Deep Learning Researcher,115000,EUR,124163,DE,0.0,DE,L,On-site,Research,Medium,False
2023,SE,FT,Cloud Database Engineer,115000,USD,115000,US,100.0,US,M,Remote,Data Engineer,Medium,False
2022,SE,FT,Data Engineer,115000,USD,115000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2021,SE,FT,Data Analyst,115000,USD,115000,US,100.0,US,S,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Data Analyst,115000,USD,115000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,EN,FT,Machine Learning Engineer,115000,USD,115000,US,50.0,US,L,Hybrid,ML / AI Engineer,Medium,False
2022,MI,FT,Data Scientist,115000,CHF,120402,CH,0.0,CH,L,On-site,Data Scientist,Medium,False
2021,SE,FT,Data Engineer,115000,USD,115000,US,100.0,US,S,Remote,Data Engineer,Medium,False
2020,MI,FT,Lead Data Scientist,115000,USD,115000,AE,0.0,AE,L,On-site,Data Scientist,Medium,False
2021,MI,FT,Data Scientist,115000,USD,115000,US,50.0,US,L,Hybrid,Data Scientist,Medium,False
2024,MI,FT,ML Ops Engineer,114800,USD,114800,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Analyst,114700,USD,114700,US,0.0,US,L,On-site,Data Analyst / BI,Medium,False
2024,EX,FT,Data Science,114638,USD,114638,CA,0.0,CA,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Engineer,114500,USD,114500,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Engineer,114300,USD,114300,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,MI,FT,Data Scientist,114100,USD,114100,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Scientist,114080,USD,114080,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Data Operations Analyst,114000,USD,114000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,MI,FT,Data Scientist,114000,CHF,129545,CH,50.0,CH,L,Hybrid,Data Scientist,Medium,False
